invoice_number,mis_date,inquiry_number,company,report_total,month_code,order_number
20210060,17-Apr-18,17799,Bharat Container,107475.15,201804,10210027
20210420,22-Jun-18,10872,ONGC,29040000,201806,10210043
20211114,06-Oct-18,25561,AMAT,265188.7,201810,10210609
20211115,06-Oct-18,27609,Henkel,10830,201810,10211003
20210423,25-Jun-18,19441,Godrej,8882,201806,10210386
20210433,26-Jun-18,21195,Godrej,43520,201806,10210411
20211120,08-Oct-18,27248,GE,4800,201810,10210976
20211121,08-Oct-18,26399,ZF India,4882.5,201810,10210934
20610528,08-Oct-18,17991,GE Power Systems,13580,201810,10300021
20211122,08-Oct-18,27049,AMAT,13667.75,201810,10210952
20210404,20-Jun-18,21109,Piramal,99718.61,201806,10210415
20210431,25-Jun-18,20989,Piramal,21242.28,201806,10210356
20211181,15-Oct-18,26590,Cummins,19387.05,201810,10210944
20211123,08-Oct-18,25887,Cummins,7305.24,201810,10210925
20211124,08-Oct-18,26604,Cummins,20227.78,201810,10210835
20211125,08-Oct-18,26676,AMAT,15691.49,201810,10210974
20610397,30-Aug-18,26640,GE Power Systems,37000,201808,10610330
20211126,08-Oct-18,26510,Henkel,6315.78,201810,10210861
20210915,11-Sep-18,25733,ZF India,39900,201809,10210817
20610360,21-Aug-18,26159,IR,2023,201808,10610303
20210740,14-Aug-18,26104,AMAT,30987.24,201808,10210699
20211235,24-Oct-18,26062,Henkel,1078.94,201810,10211065
20610366,21-Aug-18,26159,IR,2921.2,201808,10610303
20211127,08-Oct-18,20029,GE,15914,201810,10210399
20910064,06-Sep-18,26643,Covestro,85000,201809,10910090
20211166,13-Oct-18,27790,Henkel,94500,201810,10211038
21210072,08-Oct-18,27489,Piramal,3040.5,201810,11210067
21210007,02-Jun-18,20811,Piramal,5079.3,201806,11210011
20610538,09-Oct-18,27046,ABB India,7744.2,201810,10610432
21210009,07-Jun-18,20881,Piramal,7453.65,201806,11210014
21210010,07-Jun-18,20499,Piramal,207215,201806,11210009
21210011,07-Jun-18,19944,Piramal,1360,201806,11210010
20610539,09-Oct-18,27878,ABB India,214.88,201810,10610437
20210858,01-Sep-18,26003,SSI,8617.02,201809,10210731
20210860,03-Sep-18,26112,SSI,41309.21,201809,10210728
20210902,07-Sep-18,26288,SSI,45053.19,201809,10210793
20210886,06-Sep-18,26274,SSI,16242.68,201809,10210754
20210878,05-Sep-18,26696,Stanley Engineered,58000,201809,10210828
20210692,07-Aug-18,20975,Cummins,113438.11,201808,10210580
20211137,09-Oct-18,27470,Henkel,11250,201810,10211036
20211138,09-Oct-18,27042,Cargill,9950,201810,10210898
21910030,11-Oct-18,27652,Piramal,50700,201810,11410029
20210905,07-Sep-18,17432,APM Terminals,258937,201809,10210461
20610540,09-Oct-18,25042,Avadh Industries,90042,201810,10610274
20910015,15-Jun-18,19494,Henkel,700000,201806,11010003
20910021,30-Jun-18,19690,Henkel,968421.05,201806,10910024
20210715,09-Aug-18,26002,Piramal,6210.5,201808,10210667
21210075,10-Oct-18,27239,Piramal,45800,201810,11210065
20211142,10-Oct-18,25819,Cummins,17200,201810,10210903
20210774,20-Aug-18,25388,Henkel,167070.18,201808,10210614
20610542,10-Oct-18,27832,Inarco,4608,201810,10610440
20210193,29-May-18,18245,Sotax,3016,201805,10210014
20211150,11-Oct-18,25212,AMAT,6588.24,201810,10210968
20610523,05-Oct-18,27837,GE Power Systems,4800,201810,10610429
20210612,26-Jul-18,25767,Piramal,49126.5,201807,10210622
20211145,10-Oct-18,27352,Henkel,4043,201810,10211035
20211146,10-Oct-18,27919,ZF India,387.75,201810,10211090
20210670,06-Aug-18,25929,Piramal,45804,201808,10210657
20210671,06-Aug-18,25969,Piramal,18432,201808,10210661
20210702,09-Aug-18,26037,Piramal,125658,201808,10210689
20210336,08-Jun-18,20706,Hyosung,19500,201806,10210280
20210306,05-Jun-18,19923,Hyosung,8000,201806,10210191
20210394,19-Jun-18,10386,Hyosung,8200,201806,99999042
20210708,09-Aug-18,25525,Beckman Coulter,88354,201808,10210595
20210711,09-Aug-18,25254,Beckman Coulter,5371,201808,10210575
20210753,16-Aug-18,26153,Beckman Coulter,11000,201808,10210711
20210762,18-Aug-18,25838,GE,69120,201808,10210743
20610438,10-Sep-18,20088,GHCL,15134,201809,10610109
20210754,17-Aug-18,25185,Covestro,5325,201808,10210607
20211156,11-Oct-18,27507,Henkel,8378.72,201810,10210991
20910050,17-Aug-18,25328,Covestro,40510,201808,10910071
20211087,04-Oct-18,26850,Henkel,135788.48,201810,10210872
20211157,11-Oct-18,27201,AMAT,37282.98,201810,10210908
20210741,16-Aug-18,19715,Cummins,1630,201808,10210380
20211168,13-Oct-18,27552,Henkel,133404,201810,10211086
20210922,11-Sep-18,20683,ZF India,39045.58,201809,10210621
20211167,13-Oct-18,25765,Cummins,13331.24,201810,10210685
20610596,24-Oct-18,27853,GE Power Systems,2400,201810,10610433
20610551,13-Oct-18,27922,ABB India,1270,201810,10610441
20610552,13-Oct-18,27996,ABB India,1618,201810,10610445
20610553,13-Oct-18,28008,ABB India,2825.55,201810,10610448
21210079,23-Oct-18,25005,Piramal,125000,201810,11210056
20610555,13-Oct-18,27896,GE Power Systems,22383,201810,10610438
20211170,13-Oct-18,27502,Nhava Sheva,77400,201810,10211081
20210497,06-Jul-18,20880,AMAT,15164.62,201807,10210342
20210498,06-Jul-18,20948,AMAT,8723.46,201807,10210370
20210536,12-Jul-18,19490,AMAT,353659.8,201807,10210509
20210567,17-Jul-18,20879,AMAT,468184.21,201807,10210323
20210597,24-Jul-18,25137,AMAT,15957.45,201807,10210490
20210731,14-Aug-18,21350,AMAT,294201.98,201808,10210596
20210744,16-Aug-18,26143,AMAT,3350,201808,10210729
20210751,16-Aug-18,25641,AMAT,7095.74,201808,10210642
20210995,21-Sep-18,26612,Henkel,38216,201809,10210803
20610375,24-Aug-18,25231,GE,106226,201808,10610267
20610413,05-Sep-18,26554,GE,2000,201809,10610340
20610423,06-Sep-18,25957,GE,3774,201809,10610269
20610434,10-Sep-18,26335,GE,14880,201809,10610352
20211172,13-Oct-18,26904,Beckman Coulter,31968,201810,10210943
20210888,06-Sep-18,26734,Henkel,28421,201809,10210826
20210893,06-Sep-18,25815,Henkel,16023.5,201809,10210690
20210887,06-Sep-18,25909,Henkel,13849,201809,10210721
20210969,19-Sep-18,27314,Henkel,8000,201809,10210937
20211054,29-Sep-18,26508,Henkel,60510.53,201809,10210824
20210828,29-Aug-18,26551,Henkel,30526.32,201808,10210795
20210775,20-Aug-18,21492,Henkel,21110.41,201808,10210655
20210957,18-Sep-18,18563,Henkel,108052.28,201809,10200191
20211173,13-Oct-18,27962,Godrej,7070,201810,10211096
20211174,13-Oct-18,27533,Cummins,27870.4,201810,10211045
20610556,13-Oct-18,27557,Covestro,7250,201810,10610453
20610557,13-Oct-18,27044,ABB India,1380,201810,10610383
20610550,13-Oct-18,27990,ABB India,2030,201810,10610449
20211182,15-Oct-18,19358,Henkel,10526.32,201810,10210172
20211183,15-Oct-18,27158,Beckman Coulter,23100,201810,10211050
20211184,15-Oct-18,20029,GE,1576,201810,10210399
20610572,20-Oct-18,26636,GE,9778,201810,10610354
20211189,16-Oct-18,27430,Beckman Coulter,5400,201810,10211044
20211186,16-Oct-18,26089,Cummins,614600,201810,10210899
20210729,14-Aug-18,25502,VVF India,3850,201808,10210698
20610562,16-Oct-18,26376,GHCL,40680,201810,10610301
20910083,18-Sep-18,26925,Covestro,4350,201809,10910103
209100076,12-Sep-18,27109,Graziano,3448.04,201809,10910108
20211187,16-Oct-18,27697,GIA India Lab.,6400,201810,10211080
20211051,29-Sep-18,27387,Godrej,9900,201809,10210969
20610563,16-Oct-18,27735,GHCL,827.2,201810,10610424
20610564,16-Oct-18,28066,GE Power Systems,816148,201810,10610452
20610565,16-Oct-18,18323,GE Power Systems,1100,201810,99999033
20610305,30-Jul-18,25468,IR,2616,201807,10610234
20211188,16-Oct-18,26980,GE,349375,201810,10210965
20610578,20-Oct-18,21214,IR,77220,201810,10610144
20610573,20-Oct-18,27216,GE Power Systems,100245.6,201810,10610420
20211201,17-Oct-18,27298,Cummins,14556.82,201810,10211085
20610500,28-Sep-18,25653,IR,12500,201809,10610414
20610493,25-Sep-18,27096,IR,13300,201809,10610364
20610471,19-Sep-18,25732,IR,7944.44,201809,10610366
20610491,21-Sep-18,26635,IR,3242,201809,10610394
20211190,16-Oct-18,18684,GE,4800,201810,10210314
20210833,29-Aug-18,26012,Oerlikon,7014.29,201808,10210751
20610548,12-Oct-18,26621,GHCL,250051.8,201810,10610336
21210078,16-Oct-18,27709,Piramal,38678.34,201810,11210068
20610431,10-Sep-18,26177,IR,8848,201809,10610310
20211292,01-Nov-18,26856,Raymond,575000,201811,10210884
20211197,17-Oct-18,27274,Cummins,1990.94,201810,10211073
20610303,30-Jul-18,25172,IR,2400,201807,10610254
20210960,18-Sep-18,20271,Henkel,50526.3,201809,10210282
20211194,17-Oct-18,27166,Henkel,56250,201810,10210930
20211203,19-Oct-18,25880,Henkel,1154.24,201810,10211046
20211067,01-Oct-18,26399,ZF India,552,201810,10210934
20610570,17-Oct-18,28096,Troikaa Pharma,3800,201810,10610454
20211155,11-Oct-18,25308,Cummins,48700,201810,10210912
20211200,17-Oct-18,26086,Cummins,50609.09,201810,10210848
20610567,16-Oct-18,26514,GE Power Systems,104626.32,201810,10610308
20910103,20-Oct-18,28181,Delhivery,86000,201810,10910133
20211195,17-Oct-18,28141,Cummins,46491.5,201810,10211116
20211209,20-Oct-18,28177,Husco,13130,201810,10211128
20211204,20-Oct-18,26612,Henkel,20858,201810,10210803
20211205,20-Oct-18,26734,Henkel,20052.6,201810,10210826
20910115,30-Oct-18,28011,Midland Credit,37686.7,201810,10910129
20610646,03-Nov-18,27484,GHCL,2379.5,201811,10610401
20910106,20-Oct-18,27910,Covestro,9200,201810,10910128
20610574,20-Oct-18,27265,GHCL,72800,201810,10610419
20610575,20-Oct-18,28204,IR,20605,201810,10610462
20610576,20-Oct-18,25994,GE,54219,201810,10610406
21910031,12-Oct-18,27949,Piramal,15300,201810,11410030
20211185,16-Oct-18,27016,Beckman Coulter,450000,201810,10210942
20211206,20-Oct-18,26844,Cummins,28470.95,201810,10211009
21910018,25-Sep-18,27013,Piramal,137440.68,201809,11410018
20211211,20-Oct-18,28026,ZF India,324.56,201810,10211122
21210077,16-Oct-18,27727,Piramal,6360,201810,11210069
20910107,20-Oct-18,27800,Midland Credit,321300,201810,10910130
20211212,20-Oct-18,28079,ZF India,3320.62,201810,10211120
20610566,16-Oct-18,25748,GE,21805,201810,10610390
20211180,15-Oct-18,27160,Beckman Coulter,70600,201810,10211049
20610579,20-Oct-18,28007,GE Power Systems,1200,201810,10610447
20610580,20-Oct-18,28297,GE Power Systems,2400,201810,10610469
20610588,23-Oct-18,27230,GHCL,5700,201810,10610417
21910023,29-Sep-18,27013,Piramal,11018,201809,11410018
20211214,22-Oct-18,26399,ZF India,2218,201810,10210934
20610457,17-Sep-18,27172,IR,21590,201809,10610374
20910104,20-Oct-18,28181,Delhivery,430000,201810,10910133
20910105,20-Oct-18,26196,Delhivery,86000,201810,10910131
20610584,22-Oct-18,27807,GE,33201.68,201810,10610435
20610587,23-Oct-18,27701,Nivea India,19752.68,201810,10610442
20610590,23-Oct-18,26843,GHCL,9500,201810,10610381
20211220,22-Oct-18,28177,Husco,4923,201810,10211128
20211219,22-Oct-18,28127,Henkel,167420,201810,10211107
20211217,22-Oct-18,27649,Henkel,13994.64,201810,10211025
20211218,22-Oct-18,27501,Cummins,5040,201810,10211089
20910118,01-Nov-18,28511,Covestro,6150,201811,10910151
20610585,22-Oct-18,26369,GE Power Systems,3420,201810,10610306
20610380,24-Aug-18,25911,Metso,11640,201808,10610287
20211222,23-Oct-18,25190,Beckman Coulter,27124.17,201810,10210694
20610618,29-Oct-18,28363,IR,4024.8,201810,10610475
20910108,22-Oct-18,27714,Magicbricks,67200,201810,10910132
20211221,23-Oct-18,27967,GE,277335.36,201810,10211095
20610581,20-Oct-18,27907,ARB Buildcon,1937000,201810,10610458
20211226,23-Oct-18,27799,ZF India,34200,201810,10211040
20610595,24-Oct-18,27834,Inarco,6891.96,201810,10610460
20211228,23-Oct-18,28047,Demosha Chemicals,9546,201810,10211126
20910109,23-Oct-18,25481,Henkel,271549,201810,10910082
20210879,05-Sep-18,26530,Stanley Engineered,14200,201809,10210813
20610591,23-Oct-18,26261,GE Power Systems,32568,201810,10610457
20211227,23-Oct-18,27624,Cummins,93740,201810,10211000
20610589,23-Oct-18,27853,GE Power Systems,2400,201810,10610433
20211229,24-Oct-18,27736,Henkel,19680.85,201810,10211140
20210745,16-Aug-18,25610,AMAT,1066.67,201808,10210683
20610594,24-Oct-18,27701,Nivea India,5200,201810,10610442
20610554,13-Oct-18,27997,ABB India,990,201810,10610446
20610469,19-Sep-18,25712,GHCL,90.5,201809,10610249
20211265,29-Oct-18,27792,AMAT,6559.14,201810,10211172
20211213,20-Oct-18,27960,Henkel,107698,201810,10211135
20610393,29-Aug-18,25579,IR,6600,201808,10610318
20211231,24-Oct-18,20840,Cummins,351205.2,201810,10210879
20211237,25-Oct-18,21297,GE,23000,201810,10210425
20610598,24-Oct-18,28208,Inarco,8016.6,201810,10610468
20610396,30-Aug-18,25579,IR,72423,201808,10610318
20610496,26-Sep-18,26997,Nivea India,16500,201809,10610377
20211251,26-Oct-18,27035,IGL4,240765.6,201810,10210875
20610549,12-Oct-18,17991,GE Power Systems,13580,201810,10300021
20610467,19-Sep-18,21482,GHCL,9035.5,201809,10610206
20610472,19-Sep-18,25077,GHCL,3286,201809,10610213
20610601,25-Oct-18,26318,Plasser India,16502,201810,10610348
20610603,25-Oct-18,28204,IR,4360,201810,10610462
20610604,25-Oct-18,26636,GE,13200,201810,10610354
20211233,24-Oct-18,27572,Henkel,22765.96,201810,10211113
20910082,18-Sep-18,26332,Midland Credit,40000,201809,10910092
20211240,25-Oct-18,26987,Cummins,30106.38,201810,10211092
20211241,25-Oct-18,27825,Max MRO,4580,201810,10211077
20910080,14-Sep-18,26717,Covestro,1410,201809,10910096
20910087,21-Sep-18,26372,Covestro,9000,201809,10910088
20211244,26-Oct-18,26612,Henkel,8343.2,201810,10210803
20211060,01-Oct-18,27080,SSI,120657.55,201810,10210886
20211245,26-Oct-18,27512,Henkel,18701.6,201810,10210979
20210861,03-Sep-18,21149,GE,170000,201809,10210719
20610609,26-Oct-18,28139,ABB India,4620,201810,10610461
20610606,26-Oct-18,28377,GE Power Systems,20750,201810,10610476
20610611,26-Oct-18,28363,IR,15358.85,201810,10610475
20610612,26-Oct-18,27044,ABB India,932.28,201810,10610383
20610613,26-Oct-18,27046,ABB India,1279.08,201810,10610432
20610608,26-Oct-18,28309,IR,6699,201810,10610472
20610615,29-Oct-18,28230,GE Power Systems,846,201810,10610465
20610430,10-Sep-18,26146,GE,6970,201809,10610331
20211250,26-Oct-18,27389,Knexir,6954.35,201810,10211170
20211249,26-Oct-18,26945,Henkel,63157,201810,10210938
20211248,26-Oct-18,25297,GE,3111.72,201810,10210758
20211253,26-Oct-18,27751,Henkel,27750,201810,10211062
20910111,26-Oct-18,27671,Henkel,28000,201810,10910119
20211252,26-Oct-18,27777,Henkel,3518,201810,10211088
20211254,26-Oct-18,27456,GE,20000,201810,10211063
20211255,26-Oct-18,27456,GE,1750,201810,10211023
20211164,12-Oct-18,26403,Cummins,14331.04,201810,10210860
20610487,21-Sep-18,27149,GE,39688.9,201809,10610391
20211264,29-Oct-18,27617,Piramal,10027.5,201810,10210997
20211258,26-Oct-18,26602,ZF India,48819.4,201810,10211039
20210141,02-May-18,19769,Trident Computer,198948,201805,10210150
20210130,30-Apr-18,19585,KazStroy,332483,201804,10210125
20210173,10-May-18,19616,KazStroy,1412583.9,201805,10210198
20910086,21-Sep-18,27120,Hindustan Zinc,4900,201809,10910111
20211234,24-Oct-18,20984,Henkel,12011.53,201810,10210348
20211077,03-Oct-18,27692,BITUFLEX,4761120,201810,10211012
20211081,04-Oct-18,27768,BITUFLEX,1003690,201810,10211033
20610387,27-Aug-18,21460,GE,982.15,201808,10610298
20610414,05-Sep-18,21460,GE,23000,201809,10610298
20610426,07-Sep-18,21460,GE,15647,201809,10610298
20610427,07-Sep-18,21460,GE,15647,201809,10610298
20910112,29-Oct-18,28213,Graziano,389268,201810,10910141
20610607,26-Oct-18,18592,GE Power Systems,41900,201810,10300055
20211242,25-Oct-18,28391,Henkel,15300,201810,10211167
20211246,26-Oct-18,27492,Cummins - Recon India,10500,201810,10211066
20211259,29-Oct-18,27705,Henkel,192165,201810,10211021
20610616,29-Oct-18,27604,GE Power Systems,28350,201810,10610418
21210080,29-Oct-18,27881,Piramal,2581.05,201810,11210074
20211256,26-Oct-18,28352,GE,7800,201810,10211155
21210081,29-Oct-18,28003,Piramal,2600,201810,11210072
21210082,29-Oct-18,27995,Piramal,5850,201810,11210071
20211202,19-Oct-18,26847,AMAT,10166.67,201810,10211031
20211261,29-Oct-18,25674,Cummins,13500,201810,10210827
20211263,29-Oct-18,27430,Beckman Coulter,15120,201810,10211044
20210872,04-Sep-18,25504,AMAT,9680.84,201809,10210594
20211273,30-Oct-18,28083,AMAT,16631.58,201810,10211130
21910035,26-Oct-18,27781,Piramal,54594,201810,11410031
20610617,29-Oct-18,27666,Cargill,17200,201810,10610443
20610558,13-Oct-18,27045,ABB India,6600,201810,10610423
20211267,29-Oct-18,26726,Henkel,241013.39,201810,10211189
20211269,30-Oct-18,28146,Henkel,6829,201810,10211132
20210854,31-Aug-18,20973,GE,996595,201808,10210846
20211277,30-Oct-18,26842,Cummins,16839.08,201810,10210905
20610619,30-Oct-18,28517,IR,24041.2,201810,10610487
20610621,30-Oct-18,28477,IR,8484,201810,10610484
20610622,30-Oct-18,28516,IR,17820,201810,10610486
20910093,01-Oct-18,27559,Covestro,24030,201810,10910115
20610623,30-Oct-18,28230,GE Power Systems,3000,201810,10610465
20210267,25-May-18,16855,GE,96382,201805,10210038
20210571,18-Jul-18,16855,GE,2625,201807,10210038
20211278,30-Oct-18,27413,Henkel,38909.58,201810,10211041
20910113,30-Oct-18,21231,Henkel,1456782.13,201810,10910043
20211270,30-Oct-18,25702,Johnson Matthey Chem. India,19800,201810,10211058
20211275,30-Oct-18,20271,Henkel,50526.3,201810,10210282
20910110,24-Oct-18,21426,Henkel,365814.18,201810,10910040
20211276,30-Oct-18,27932,Huntsman,3868.5,201810,10211187
20211207,20-Oct-18,25190,Beckman Coulter,66933.68,201810,10210694
20610358,18-Aug-18,26017,GE Power Systems,37145,201808,10610270
20211238,25-Oct-18,25373,RIL,260000,201810,10211165
20211279,30-Oct-18,27678,Henkel,89052.63,201810,10211078
20211073,03-Oct-18,27039,Covestro,13566,201810,10210983
20610529,08-Oct-18,27806,GE Power Systems,39375,201810,10610431
20910116,30-Oct-18,28554,SSI,56867.52,201810,10910150
21910036,30-Oct-18,27708,Piramal,378630,201810,11410032
20610400,31-Aug-18,18715,GE Power Systems,61740,201808,99999025
20610391,28-Aug-18,13035,GE Power Systems,20371.05,201808,99999036
20211280,30-Oct-18,27923,Cummins - Recon India,69826.59,201810,10211150
20610625,30-Oct-18,26436,Nivea India,116000,201810,10610357
20210871,04-Sep-18,26341,AMAT,10212.76,201809,10210847
21910037,31-Oct-18,28136,Piramal,86861.7,201810,11410033
21910038,31-Oct-18,28212,Piramal,69238.2,201810,11410034
20211281,30-Oct-18,28506,JSE,950729.25,201810,10211190
20610626,31-Oct-18,15515,GE Power Systems,5146.5,201810,99999016
21210083,29-Oct-18,28039,Piramal,47150,201810,11210075
20610628,31-Oct-18,17991,GE Power Systems,6790,201810,10300021
20211283,31-Oct-18,28277,Cargill,25000,201810,10211184
20211284,31-Oct-18,27688,Mirza,4035,201810,10211160
20610627,31-Oct-18,17991,GE Power Systems,13580,201810,10300021
21910039,31-Oct-18,28212,Piramal,16632,201810,11410034
21210084,31-Oct-18,28409,Piramal,1552.98,201810,11210077
20211286,31-Oct-18,27427,Beckman Coulter,39830.88,201810,10211024
20210866,03-Sep-18,26600,AMAT,2419.4,201809,10210801
20211289,31-Oct-18,28427,Piramal,4950,201810,10211166
20610629,31-Oct-18,28588,GE,509337,201810,10610494
20610499,27-Sep-18,27568,GE Power Systems,18800,201809,10610415
20610634,01-Nov-18,28324,IR,4294,201811,10610471
20910117,01-Nov-18,28512,Covestro,10600,201811,10910148
21210063,07-Sep-18,26506,Piramal,7800,201809,11210058
20610498,27-Sep-18,27568,GE Power Systems,35250,201809,10610415
20610633,01-Nov-18,28403,Inarco,12120.96,201811,10610481
20211293,01-Nov-18,25451,AVI Worldwide,76538.4,201811,10211108
20211301,02-Nov-18,28369,Cummins,3250,201811,10211183
20211224,23-Oct-18,21367,Sai Indo Metal Resources,29095.29,201810,10211055
20610569,17-Oct-18,28230,GE Power Systems,846,201810,10610465
20211299,01-Nov-18,27667,Henkel,87000,201811,10211097
20211298,01-Nov-18,27959,AMAT,10778.95,201811,10211084
20610515,04-Oct-18,26318,Plasser India,13863.5,201810,10610348
20211295,01-Nov-18,28232,Godrej,23300,201811,10211156
20210814,28-Aug-18,20672,Cummins,68809.59,201808,10210569
20610639,02-Nov-18,28230,GE Power Systems,5550,201811,10610465
20210865,03-Sep-18,19715,Cummins,14670,201809,10210380
20910121,02-Nov-18,28342,Sparsh Welfare Trust,129600,201811,10910143
21910001,07-Sep-18,26988,Piramal,31880,201809,11410006
21910002,07-Sep-18,26440,Piramal,224201.4,201809,11410002
21910005,07-Sep-18,26496,Piramal,22329,201809,11410004
21910011,14-Sep-18,26624,Piramal,31593,201809,11410007
21210060,28-Aug-18,26506,Piramal,17834,201808,11210058
20610638,01-Nov-18,28522,Inarco,1995,201811,10610488
20610644,02-Nov-18,18742,GE Power Systems,5250,201811,10610013
20210844,31-Aug-18,25085,Henkel,131042.78,201808,10210534
20211303,02-Nov-18,20836,Cummins,360221,201811,10210864
20211302,02-Nov-18,28239,KBS Creations,49793.85,201811,10211197
20211297,01-Nov-18,28637,JSE,976418.54,201811,10211207
20211316,13-Nov-18,27357,Henkel,5804,201811,10210958
20610647,03-Nov-18,27144,GHCL,6330.5,201811,10610400
20610541,10-Oct-18,27144,GHCL,517,201810,10610400
20610495,25-Sep-18,26598,Nivea India,17550,201809,10610379
20610651,03-Nov-18,26348,GHCL,118.1,201811,10610297
20610648,03-Nov-18,27107,GHCL,12400.5,201811,10610403
20610652,03-Nov-18,25540,GHCL,217.6,201811,10610243
20610649,03-Nov-18,26796,GHCL,1119.5,201811,10610347
20211305,03-Nov-18,27869,RIL,80446.02,201811,10211163
20610650,03-Nov-18,26370,GHCL,134,201811,10610311
20610654,03-Nov-18,21482,GHCL,3941.85,201811,10610206
20910124,03-Nov-18,27514,Henkel,515789.47,201811,10910117
20610653,03-Nov-18,25461,GHCL,344,201811,10610215
20610655,03-Nov-18,21023,GHCL,2782,201811,10610123
20211309,03-Nov-18,27826,Henkel,220660,201811,10211075
20610643,02-Nov-18,28626,IR,22080,201811,10610504
20211199,17-Oct-18,26183,JLL,35040.56,201810,10211032
20610664,12-Nov-18,26311,GE,35125,201811,10610392
20210928,12-Sep-18,20612,AMAT,81290.42,201809,10210839
20610663,12-Nov-18,26318,Plasser India,1904,201811,10610348
20211311,12-Nov-18,26276,Henkel,209982,201811,10210994
20610665,12-Nov-18,28302,IR,9000,201811,10610485
20610662,12-Nov-18,28224,ABB India,19620,201811,10610464
20211327,13-Nov-18,25581,Reliance,50670.03,201811,10210915
20910128,12-Nov-18,26993,GlaxoSmithKline,88426.08,201811,10910121
20610657,12-Nov-18,27807,GE,2509.2,201811,10610435
20610658,12-Nov-18,28350,ABB India,6379,201811,10610483
20211317,13-Nov-18,28043,Henkel,15497,201811,10211118
20610659,12-Nov-18,25044,GE Power Systems,6000,201811,10610375
20610668,12-Nov-18,21508,IR,6974.1,201811,10610183
20610661,12-Nov-18,28372,GE Power Systems,30868,201811,10610480
20211312,12-Nov-18,26076,Henkel,800,201811,10211177
20610660,12-Nov-18,19668,GE Power Systems,34534.06,201811,10610103
20610641,02-Nov-18,28468,IR,3400,201811,10610477
20610670,12-Nov-18,27044,ABB India,920.04,201811,10610383
20610669,12-Nov-18,28540,GE Power Systems,21787.5,201811,10610490
20211300,02-Nov-18,27992,SSI,17526,201811,10211106
20211323,13-Nov-18,27925,Hyosung,16400,201811,10211133
20910127,12-Nov-18,27969,Covestro,3390,201811,10910145
20211331,13-Nov-18,27323,Henkel,24421.36,201811,10211173
20211328,13-Nov-18,27357,Henkel,17858,201811,10210958
20211329,13-Nov-18,27506,Piramal,39899.88,201811,10210978
20211318,13-Nov-18,26428,SRF,21985,201811,10211102
20211321,13-Nov-18,27912,Cummins,21950,201811,10211141
20211330,13-Nov-18,26516,SSI,18013.18,201811,10211005
20211324,13-Nov-18,28552,Piramal,5150,201811,10211193
20211334,13-Nov-18,27039,Covestro,798,201811,10210983
20910129,13-Nov-18,28565,GlaxoSmithKline,27500,201811,10910152
20910125,12-Nov-18,28381,Delhivery,178000,201811,10910140
20211333,13-Nov-18,28507,Piramal,27405,201811,10211186
20210908,07-Sep-18,20836,Cummins,54117.64,201809,10210864
20610673,14-Nov-18,27207,GE,28105.24,201811,10610430
20210845,31-Aug-18,25120,Cummins - Recon India,42815,201808,10210641
20211314,13-Nov-18,26734,Henkel,28421,201811,10210826
20210847,31-Aug-18,21405,Cummins,73754.32,201808,10210692
20211340,13-Nov-18,27572,Henkel,63191.49,201811,10211113
20210970,20-Sep-18,26399,ZF India,460,201809,10210934
20210999,22-Sep-18,25723,RIL,50070.93,201809,10210750
20211342,13-Nov-18,28146,Henkel,7194.15,201811,10211132
20211339,13-Nov-18,28012,Henkel,539886.6,201811,10211157
20211344,14-Nov-18,28211,AMAT,364086.02,201811,10211137
20210598,24-Jul-18,25361,Covestro,5775,201807,10210586
20211335,13-Nov-18,27999,SSI,340430,201811,10211123
20211345,14-Nov-18,28009,AMAT,110620.96,201811,10211104
20211349,14-Nov-18,28301,Godrej,7200,201811,10211151
20211351,14-Nov-18,27580,GE,27645,201811,10210992
20211354,14-Nov-18,25047,Cummins,233945.21,201811,10210697
20211352,14-Nov-18,19826,GE,9000,201811,10210312
20211353,14-Nov-18,26387,GE,11518.75,201811,10210791
20211358,14-Nov-18,28591,Henkel,18400,201811,10211272
20211356,14-Nov-18,26700,Cargill,54000,201811,10210856
20310001,25-Oct-18,28447,KazStroy,5497800,201810,10211275
20310002,25-Oct-18,28447,KazStroy,2124150,201810,10211275
20310003,25-Oct-18,28447,KazStroy,3748500,201810,10211275
20910094,04-Oct-18,27733,Covestro,1225,201810,10910122
20211357,14-Nov-18,21297,GE,200000,201811,10210425
20910119,02-Nov-18,25106,Graziano,33950,201811,10910116
20610452,14-Sep-18,27220,GE Power Systems,4980,201809,10610378
20610451,14-Sep-18,25044,GE Power Systems,9600,201809,10610375
20610450,12-Sep-18,26848,GE Power Systems,267490,201809,10610344
20610449,12-Sep-18,27131,GE Power Systems,1100,201809,10610369
20610447,12-Sep-18,25225,GE Power Systems,2400,201809,10610255
20610444,12-Sep-18,21365,GE Power Systems,42560,201809,10610363
20610442,11-Sep-18,27138,GE Power Systems,3100,201809,10610370
20610441,11-Sep-18,18742,GE Power Systems,15750,201809,10610368
20610440,11-Sep-18,19849,GE Power Systems,21600,201809,10610356
20610437,10-Sep-18,27125,GE Power Systems,1560,201809,10610365
20610436,10-Sep-18,25225,GE Power Systems,2250,201809,10610255
20610425,06-Sep-18,26093,GE Power Systems,1200,201809,10610355
20610424,06-Sep-18,26369,GE Power Systems,26400,201809,10610306
20610421,06-Sep-18,26802,GE Power Systems,11750,201809,10610342
20610417,05-Sep-18,25225,GE Power Systems,7200,201809,10610255
